,page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
10634,441633,Zoor (Earth-616),\/Zoor_(Earth-616),No Dual Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,1.0,Jul-40,1940.0
10675,458817,Grosso (Earth-616),\/Grosso_(Earth-616),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,1.0,Oct-41,1941.0
10729,89814,Rathcone (Earth-616),\/Rathcone_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,1.0,Mar-41,1941.0
10756,458594,Ulrich Kuster (Earth-616),\/Ulrich_Kuster_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,1.0,Oct-41,1941.0
10962,480251,Will Power (Nowhere) (Earth-616),\/Will_Power_(Nowhere)_(Earth-616),Secret Identity,Good Characters,Gold Eyes,Gold Hair,Male Characters,,Living Characters,1.0,Aug-42,1942.0
11082,490134,Ottokar Meltzer (Earth-616),\/Ottokar_Meltzer_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Green Hair,Male Characters,,Living Characters,1.0,Sep-43,1943.0
11143,505442,Baron Krugg (Earth-616),\/Baron_Krugg_(Earth-616),Public Identity,Bad Characters,Green Eyes,Green Hair,Male Characters,,Deceased Characters,1.0,Dec-44,1944.0
11151,497649,Black Snake (Earth-616),\/Black_Snake_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Blond Hair,Male Characters,,Deceased Characters,1.0,May-44,1944.0
11176,504651,Ed Turtle (Earth-616),\/Ed_Turtle_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,1.0,Dec-44,1944.0
11197,495227,Hercules (Captain America Past Life) (Earth-616),\/Hercules_(Captain_America_Past_Life)_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,1.0,May-44,1944.0
11300,708935,Gaillard (Earth-616),\/Gaillard_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,1.0,Mar-45,1945.0
11325,708966,Nick Finelli (Earth-616),\/Nick_Finelli_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,1.0,Sep-45,1945.0
11329,505245,Percy Walker (Earth-616),\/Percy_Walker_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,1.0,Jan-45,1945.0
11355,754718,Arch Murdock (Earth-616),\/Arch_Murdock_(Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,1.0,Dec-46,1946.0
11385,754692,John Harriman (Earth-616),\/John_Harriman_(Earth-616),No Dual Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,1.0,Jun-46,1946.0
11435,754889,Elaine Clayton (Earth-616),\/Elaine_Clayton_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,1.0,Sep-47,1947.0
11448,754883,Joyce Clayton (Earth-616),\/Joyce_Clayton_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,1.0,Sep-47,1947.0
11495,755050,Bull Gresham (Earth-616),\/Bull_Gresham_(Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,1.0,Dec-48,1948.0
11502,709775,Demarest Dodds (Earth-616),\/Demarest_Dodds_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,1.0,Oct-48,1948.0
11511,709470,Eric Hodges (Earth-616),\/Eric_Hodges_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,1.0,Mar-48,1948.0
11523,709481,Jackie Starr (Earth-616),\/Jackie_Starr_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,1.0,Jun-48,1948.0
11538,709468,Magda Malone (Earth-616),\/Magda_Malone_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,1.0,Mar-48,1948.0
11559,535095,Swami Krishna (Earth-616),\/Swami_Krishna_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,1.0,Jul-48,1948.0
11585,718949,John Dolan (Earth-616),\/John_Dolan_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,1.0,May-49,1949.0
11588,556172,Joya (Earth-616),\/Joya_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,1.0,Sep-49,1949.0
11597,548373,Oog (Martian) (Earth-616),\/Oog_(Martian)_(Earth-616),Public Identity,Bad Characters,Grey Eyes,Bald,Male Characters,,Deceased Characters,1.0,Jan-49,1949.0
11602,556058,Satan (Jeff Mace Foe) (Earth-616),\/Satan_(Jeff_Mace_Foe)_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Bald,Male Characters,,Living Characters,1.0,Oct-49,1949.0
11607,710056,Squire Bones (Earth-616),\/Squire_Bones_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,1.0,Jan-49,1949.0
11651,584717,Jasper Sandstorm (Earth-616),\/Jasper_Sandstorm_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,1.0,Jan-52,1952.0
11653,46812,Rhode (Earth-616),\/Rhode_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,1.0,Feb-52,1952.0
11660,611508,Rudy Rudolph (Earth-616),\/Rudy_Rudolph_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,1.0,Dec-53,1953.0
11668,755108,Dan Carlisle (Earth-616),\/Dan_Carlisle_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,1.0,Apr-54,1954.0
11698,661617,Caesar of Crime (Earth-616),\/Caesar_of_Crime_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,1.0,Sep-55,1955.0
11718,281699,Albert Poole (Earth-616),\/Albert_Poole_(Earth-616),Public Identity,Neutral Characters,Black Eyes,Blond Hair,Male Characters,,Living Characters,1.0,Jun-60,1960.0
11725,530091,Charles J. Wentworth (Earth-616),\/Charles_J._Wentworth_(Earth-616),Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,1.0,Sep-61,1961.0
11807,289323,Hunk Hondo (Earth-616),\/Hunk_Hondo_(Earth-616),Public Identity,Bad Characters,Hazel Eyes,Brown Hair,Male Characters,,Living Characters,1.0,Mar-64,1964.0
11823,507019,Sergi Amkov (Earth-616),\/Sergi_Amkov_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,1.0,Dec-64,1964.0
11824,517045,Sigurd (Earth-616),\/Sigurd_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Brown Hair,Male Characters,,Living Characters,1.0,Dec-64,1964.0
11845,507066,Jim Baker (Earth-616),\/Jim_Baker_(Earth-616),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,1.0,Jan-65,1965.0
11868,10213,Weasel Wills (Earth-616),\/Weasel_Wills_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,1.0,May-65,1965.0
11885,297629,Ronald Rankin (Earth-616),\/Ronald_Rankin_(Earth-616),Public Identity,Neutral Characters,Black Eyes,Grey Hair,Male Characters,,Deceased Characters,1.0,Apr-66,1966.0
11896,435239,Carole (Earth-616),\/Carole_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,1.0,Jul-67,1967.0
11906,123041,Louis Browning (Earth-616),\/Louis_Browning_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,1.0,Apr-67,1967.0
11907,705824,Mecho-Assassin (Earth-616),\/Mecho-Assassin_(Earth-616),Secret Identity,Bad Characters,Black Eyes,No Hair,Agender Characters,,Deceased Characters,1.0,Aug-67,1967.0
11908,446835,Miss King (Earth-616),\/Miss_King_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,1.0,Sep-67,1967.0
11909,450001,Mr. Regal (Earth-616),\/Mr._Regal_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,1.0,Sep-67,1967.0
11994,244342,Black Brother (Joshua) (Earth-616),\/Black_Brother_(Joshua)_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,1.0,May-71,1971.0
11997,742148,Colossus (Horusian) (Earth-616),\/Colossus_(Horusian)_(Earth-616),Secret Identity,Bad Characters,White Eyes,Bald,Male Characters,,Living Characters,1.0,Nov-71,1971.0
12027,591205,Kalxor (Earth-616),\/Kalxor_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,1.0,Feb-72,1972.0
12031,558214,Krylar (Earth-616),\/Krylar_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,1.0,Oct-72,1972.0
12043,491345,Arnaa (Earth-616),\/Arnaa_(Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,1.0,Feb-73,1973.0
12044,655895,Benjamin Grimm (Counter-Earth) (Earth-616),\/Benjamin_Grimm_(Counter-Earth)_(Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,1.0,Aug-73,1973.0
12047,289319,Elanna (Earth-616),\/Elanna_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,1.0,Aug-73,1973.0
12056,10203,Ichabod Rasputin (Earth-616),\/Ichabod_Rasputin_(Earth-616),Public Identity,Bad Characters,Black Eyes,Bald,Male Characters,,Living Characters,1.0,Mar-73,1973.0
12061,729802,Jonathan Storm (Counter-Earth) (Earth-616),\/Jonathan_Storm_(Counter-Earth)_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,1.0,Jun-73,1973.0
12070,491353,Mara (Eternal) (Earth-616),\/Mara_(Eternal)_(Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,1.0,Feb-73,1973.0
12076,289316,Orrek (Earth-616),\/Orrek_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,1.0,Aug-73,1973.0
12080,289331,Rennar (Earth-616),\/Rennar_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,1.0,Aug-73,1973.0
12084,289317,Stegor (Earth-616),\/Stegor_(Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,1.0,Aug-73,1973.0
12085,658425,Susan Storm (Counter-Earth) (Earth-616),\/Susan_Storm_(Counter-Earth)_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,1.0,Jun-73,1973.0
12086,289318,Tanas (Earth-616),\/Tanas_(Earth-616),Public Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,1.0,Aug-73,1973.0
12089,491349,Tulayn (Earth-616),\/Tulayn_(Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,1.0,Feb-73,1973.0
12091,289325,Zapal (Earth-616),\/Zapal_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,1.0,Jun-73,1973.0
12097,723734,Carolyn Schist (Earth-616),\/Carolyn_Schist_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,1.0,Nov-74,1974.0
12099,723736,Dane Gavin (Earth-616),\/Dane_Gavin_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,1.0,Nov-74,1974.0
12114,723731,Vivian Schist (Earth-616),\/Vivian_Schist_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Grey Hair,Female Characters,,Living Characters,1.0,Nov-74,1974.0
12129,77220,Desinna (Earth-616),\/Desinna_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,White Hair,Female Characters,,Living Characters,1.0,Jan-75,1975.0
12134,154684,Eelar (Earth-616),\/Eelar_(Earth-616),Secret Identity,Neutral Characters,Red Eyes,No Hair,,,Living Characters,1.0,Jul-75,1975.0
12135,560202,Ehrthold (Earth-616),\/Ehrthold_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,1.0,Aug-75,1975.0
12145,723923,Jackson Hunter (Earth-616),\/Jackson_Hunter_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,,Deceased Characters,1.0,Aug-75,1975.0
12152,116621,Mute (Earth-616),\/Mute_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Living Characters,1.0,Nov-75,1975.0
12157,725673,Rhaigor (Earth-616),\/Rhaigor_(Earth-616),No Dual Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,1.0,Aug-75,1975.0
12159,723917,Sainte-Cloud (Earth-616),\/Sainte-Cloud_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,1.0,Mar-75,1975.0
12179,532724,Cynthia (Earth-616),\/Cynthia_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,1.0,Jul-76,1976.0
12197,289334,Mako (Atlantean) (Earth-616),\/Mako_(Atlantean)_(Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,1.0,Dec-76,1976.0
12200,532725,Molecule Person (Earth-616),\/Molecule_Person_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,,,Living Characters,1.0,Jul-76,1976.0
12206,466966,Roger Stephenson (Earth-616),\/Roger_Stephenson_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,1.0,Jun-76,1976.0
12217,532726,Version of the Molecule Man (Earth-616),\/Version_of_the_Molecule_Man_(Earth-616),Public Identity,Bad Characters,Red Eyes,No Hair,,,Living Characters,1.0,Jul-76,1976.0
12230,627410,Cyrus Vance (Earth-616),\/Cyrus_Vance_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,1.0,Nov-77,1977.0
12255,168390,Stryke (Earth-616),\/Stryke_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Bald,Male Characters,,Living Characters,1.0,Aug-77,1977.0
12260,509136,Yeti (Guardian of the Gateway) (Earth-616),\/Yeti_(Guardian_of_the_Gateway)_(Earth-616),Secret Identity,Neutral Characters,Red Eyes,White Hair,Male Characters,,Living Characters,1.0,Sep-77,1977.0
12278,504437,Hijiri Sabuki (Earth-616),\/Hijiri_Sabuki_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,1.0,Mar-78,1978.0
12322,24327,Drexxon (Earth-616),\/Drexxon_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,1.0,Apr-79,1979.0
12330,29878,Jean Grey (Lady Grey) (Earth-616),\/Jean_Grey_(Lady_Grey)_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,,Deceased Characters,1.0,Sep-79,1979.0
12334,98831,Kemo (Earth-616),\/Kemo_(Earth-616),Public Identity,Neutral Characters,Black Eyes,Bald,Male Characters,,Deceased Characters,1.0,Mar-79,1979.0
12343,24330,Xalxor (Earth-616),\/Xalxor_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,1.0,Aug-79,1979.0
12382,289329,Ronga (Earth-616),\/Ronga_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,1.0,Jun-80,1980.0
12389,289328,Tornaga (Earth-616),\/Tornaga_(Earth-616),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,1.0,Jun-80,1980.0
12444,7708,Thibodaux Boudreaux (Earth-616),\/Thibodaux_Boudreaux_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,1.0,Mar-81,1981.0
12457,426725,Diane Lamarr (Earth-616),\/Diane_Lamarr_(Earth-616),Public Identity,Good Characters,Green Eyes,Brown Hair,Female Characters,,Living Characters,1.0,Mar-82,1982.0
12459,560201,Eblis (Earth-616),\/Eblis_(Earth-616),Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,1.0,Sep-82,1982.0
12461,581774,Flea-Market Eating Flea (Earth-616),\/Flea-Market_Eating_Flea_(Earth-616),Secret Identity,Bad Characters,Black Eyes,No Hair,Male Characters,,Living Characters,1.0,Jan-82,1982.0
12464,683357,Hans Stryker (Earth-616),\/Hans_Stryker_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,1.0,Nov-82,1982.0
12475,488829,Leila (Earth-616),\/Leila_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,1.0,Apr-82,1982.0
12485,425188,Rikky Keegan (Earth-616),\/Rikky_Keegan_(Earth-616),Public Identity,Good Characters,Green Eyes,Green Hair,Female Characters,,Living Characters,1.0,Oct-82,1982.0
12498,166236,Alpha (Mad Thinker Robot) (Earth-616),\/Alpha_(Mad_Thinker_Robot)_(Earth-616),No Dual Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,1.0,May-83,1983.0
12506,86570,Elata (Earth-616),\/Elata_(Earth-616),Public Identity,Bad Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,1.0,Jan-83,1983.0
12515,604042,Iraina (Earth-616),\/Iraina_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,1.0,May-83,1983.0
12521,706077,Orrick Rallison (Earth-616),\/Orrick_Rallison_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,White Hair,Male Characters,,Living Characters,1.0,Feb-83,1983.0
12554,732080,Ozel (Earth-616),\/Ozel_(Earth-616),No Dual Identity,Neutral Characters,Green Eyes,Green Hair,Female Characters,,Living Characters,1.0,May-84,1984.0
12562,556351,Treefern (Earth-616),\/Treefern_(Earth-616),Public Identity,Good Characters,Green Eyes,Green Hair,Female Characters,,Living Characters,1.0,Jan-84,1984.0
12585,18398,Filene Abdol (Earth-616),\/Filene_Abdol_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,1.0,Oct-85,1985.0
12588,597543,Gulka (Earth-616),\/Gulka_(Earth-616),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,1.0,Sep-85,1985.0
12620,23936,Tyreseus (Earth-616),\/Tyreseus_(Earth-616),Public Identity,Neutral Characters,Green Eyes,Brown Hair,Male Characters,,Deceased Characters,1.0,Dec-85,1985.0
12622,554878,William Puceanu (Earth-616),\/William_Puceanu_(Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,1.0,Aug-85,1985.0
12634,88707,Carlo Cervello (Earth-616),\/Carlo_Cervello_(Earth-616),Public Identity,Bad Characters,Green Eyes,White Hair,Male Characters,,Living Characters,1.0,Jan-86,1986.0
12641,603130,George Banway (Earth-616),\/George_Banway_(Earth-616),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,1.0,Jan-86,1986.0
12644,603129,Jack Hollinster (Earth-616),\/Jack_Hollinster_(Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,1.0,Jan-86,1986.0
12647,603131,Jonas Hardraker (Earth-616),\/Jonas_Hardraker_(Earth-616),Public Identity,Bad Characters,Black Eyes,Red Hair,Male Characters,,Deceased Characters,1.0,Jan-86,1986.0
12648,477636,Kezan Val (Earth-616),\/Kezan_Val_(Earth-616),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,1.0,Sep-86,1986.0
12649,477868,King Thamos (Earth-616),\/King_Thamos_(Earth-616),Public Identity,Bad Characters,Black Eyes,Brown Hair,Male Characters,,Deceased Characters,1.0,Sep-86,1986.0
12665,557090,Tyrone (Reapers) (Earth-616),\/Tyrone_(Reapers)_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,1.0,Oct-86,1986.0
12709,14602,Paris Seville (Earth-616),\/Paris_Seville_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,1.0,Mar-87,1987.0
12712,608674,Sephra (Earth-616),\/Sephra_(Earth-616),Public Identity,Good Characters,Brown Eyes,Blond Hair,Female Characters,,Deceased Characters,1.0,Nov-87,1987.0
12723,746037,Vaalu (Earth-616),\/Vaalu_(Earth-616),No Dual Identity,Neutral Characters,Red Eyes,No Hair,Male Characters,,Living Characters,1.0,Apr-87,1987.0
12730,446075,Adam Peters (Earth-616),\/Adam_Peters_(Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,1.0,Jun-88,1988.0
